PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, RDSD
Station name, Santo_DoDRCR2004
Begin Date, 2012-06-15
End Date, 2019-07-31
Release Date, 2019-08-02
Source file, RDSD.cwu.nam08.pos
Offset from source file, 0.81 mm North, 11.90 mm East, 3.16 mm Vertical
Reference position, 18.4613974205 North Latitude, -69.9113229501 East Longitude, -9.18318 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2019-01-17,9.76, 97.81, 8.10, 1.64, 1.81, 7.71, suppf,
2019-01-18,9.04, 97.78, 5.02, 1.64, 1.77, 7.73, suppf,
2019-01-19,8.33, 100.88, -3.91, 1.63, 1.74, 7.64, suppf,
2019-01-20,9.25, 99.54, -0.10, 1.65, 1.79, 7.73, suppf,
2019-01-21,10.34, 102.02, -1.21, 1.61, 1.78, 7.54, suppf,
2019-01-22,9.19, 98.92, -9.60, 1.72, 2.01, 8.12, suppf,
2019-01-23,10.99, 99.16, 0.40, 1.72, 1.91, 8.13, suppf,
2019-01-24,11.17, 98.99, 12.80, 1.61, 1.76, 7.51, suppf,
2019-01-25,8.92, 99.59, -0.62, 1.64, 1.79, 7.7, suppf,
2019-01-26,9.28, 100.05, 11.47, 1.65, 1.74, 7.78, suppf,
2019-01-27,11.48, 99.96, 3.87, 1.68, 1.75, 7.89, final,
2019-01-28,10.62, 99.81, 9.25, 1.64, 1.8, 7.71, final,
2019-01-29,10.48, 100.42, 10.04, 1.63, 1.78, 7.76, final,
2019-01-30,10.01, 100.43, 4.54, 1.6, 1.73, 7.49, final,
2019-01-31,11.62, 100.61, 4.82, 1.63, 1.78, 7.53, final,
2019-02-01,9.60, 98.42, 0.55, 1.61, 1.75, 7.52, final,
2019-02-02,10.31, 98.51, -0.66, 1.6, 1.73, 7.56, final,
2019-02-03,9.57, 100.46, 9.88, 1.58, 1.71, 7.38, final,
2019-02-04,9.75, 100.26, 11.31, 1.63, 1.79, 7.71, final,
2019-02-05,9.31, 99.54, 9.26, 1.59, 1.75, 7.45, final,
2019-02-06,10.45, 98.82, 17.16, 1.6, 1.77, 7.56, final,
2019-02-07,10.71, 98.20, 2.04, 1.62, 1.78, 7.68, final,
2019-02-08,9.34, 98.83, 2.04, 1.89, 2.07, 9, final,
2019-02-09,9.26, 97.25, -0.99, 1.62, 1.77, 7.63, final,
2019-02-10,8.05, 97.23, 1.36, 1.74, 1.94, 8.28, suppf,
2019-02-11,6.36, 99.03, -1.98, 1.63, 1.83, 7.81, suppf,
2019-02-12,7.16, 100.21, 4.70, 1.68, 1.83, 7.97, suppf,
2019-02-13,8.42, 102.17, 0.57, 1.67, 1.87, 7.98, suppf,
2019-02-14,8.18, 99.89, -1.19, 1.68, 1.8, 7.9, suppf,
2019-02-15,9.28, 100.14, 10.06, 1.66, 1.8, 7.82, suppf,
2019-02-16,6.17, 100.17, -3.36, 1.62, 1.81, 7.66, suppf,
2019-02-17,10.58, 97.65, 14.38, 1.6, 1.76, 7.52, final,
2019-02-18,10.80, 99.85, 15.56, 1.64, 1.83, 7.76, final,
2019-02-19,8.82, 99.08, 8.87, 1.61, 1.77, 7.6, final,
2019-02-20,9.72, 99.36, 4.52, 1.62, 1.77, 7.62, final,
2019-02-21,8.22, 98.25, 1.76, 1.62, 1.81, 7.57, final,
2019-02-22,11.10, 98.60, 9.26, 1.67, 1.97, 7.96, final,
2019-02-23,10.58, 98.45, 5.32, 1.59, 1.76, 7.49, final,
2019-02-24,8.83, 99.46, 3.79, 1.63, 1.78, 7.62, suppf,
2019-02-25,7.42, 99.89, -5.97, 1.78, 1.94, 8.66, suppf,
2019-02-26,4.81, 101.53, 0.27, 1.72, 1.91, 8.15, suppf,
2019-02-27,7.75, 99.16, 3.18, 1.73, 1.81, 8.38, suppf,
2019-02-28,7.16, 100.68, 4.73, 1.59, 1.76, 7.51, suppf,
2019-03-01,8.08, 99.05, 8.17, 1.62, 1.81, 7.53, suppf,
2019-03-02,8.52, 99.10, 4.35, 1.59, 1.76, 7.53, suppf,
2019-03-03,8.03, 100.30, 4.80, 1.6, 1.77, 7.61, suppf,
2019-03-04,7.92, 101.48, -7.67, 1.63, 1.8, 7.79, suppf,
2019-03-05,8.18, 99.96, 9.97, 1.61, 1.77, 7.58, suppf,
2019-03-06,9.11, 101.50, 1.05, 1.59, 1.77, 7.52, suppf,
2019-03-07,7.70, 99.63, -7.73, 1.6, 1.76, 7.51, suppf,
2019-03-08,9.09, 97.30, -1.87, 1.6, 1.79, 7.65, suppf,
2019-03-09,8.13, 100.56, 4.18, 1.6, 1.76, 7.58, suppf,
2019-03-10,10.63, 99.34, 12.78, 1.71, 1.83, 7.96, final,
2019-03-11,10.21, 101.35, 2.41, 1.94, 2.11, 9.39, final,
2019-03-12,9.55, 97.71, 5.42, 1.75, 1.88, 8.29, final,
2019-03-13,11.67, 98.86, 16.11, 1.69, 1.83, 7.88, final,
2019-03-14,11.78, 98.64, 12.91, 1.65, 1.78, 7.86, final,
2019-03-15,12.03, 101.11, 16.42, 1.67, 1.88, 8.08, final,
2019-03-16,9.91, 100.27, 17.88, 1.6, 1.77, 7.6, final,
2019-03-17,8.68, 98.24, 2.20, 1.59, 1.75, 7.42, suppf,
2019-03-18,8.32, 100.45, -0.42, 1.59, 1.75, 7.5, suppf,
2019-03-19,9.51, 100.78, 9.08, 1.6, 1.77, 7.51, suppf,
2019-03-20,8.15, 101.80, 1.57, 1.6, 1.76, 7.57, suppf,
2019-03-21,9.73, 99.00, 11.80, 1.6, 1.77, 7.57, suppf,
2019-03-22,8.78, 100.26, 4.35, 1.6, 1.8, 7.5, suppf,
2019-03-23,11.02, 99.47, 6.71, 1.62, 1.85, 7.86, suppf,
2019-03-24,8.45, 100.20, 16.09, 1.67, 1.78, 7.76, suppf,
2019-03-25,9.71, 100.29, 1.62, 1.62, 1.77, 7.54, suppf,
2019-03-26,5.96, 97.09, -3.45, 1.68, 1.84, 7.88, suppf,
2019-03-27,8.77, 102.41, -8.91, 1.62, 1.78, 7.57, suppf,
2019-03-28,9.93, 100.97, -2.41, 1.61, 1.79, 7.61, suppf,
2019-03-29,7.30, 101.77, 5.61, 1.66, 1.91, 7.87, suppf,
2019-03-30,7.31, 100.85, 9.25, 1.89, 2.1, 8.81, suppf,
2019-03-31,12.00, 101.41, 12.15, 1.76, 1.92, 8.09, suppf,
2019-04-01,11.04, 102.06, 3.59, 1.67, 1.85, 7.77, suppf,
2019-04-02,12.34, 103.30, 18.66, 1.76, 1.89, 8.12, suppf,
2019-04-03,12.76, 100.88, 9.17, 1.71, 1.83, 8.09, suppf,
2019-04-04,11.26, 102.73, -2.25, 1.77, 2, 8.51, suppf,
2019-04-05,10.19, 101.40, 2.90, 1.61, 1.8, 7.59, suppf,
2019-04-06,11.03, 100.94, 14.84, 1.64, 1.81, 7.66, suppf,
2019-04-07,7.27, 102.34, 13.12, 1.66, 1.89, 7.9, suppf,
2019-04-08,8.27, 103.68, 7.80, 1.62, 1.82, 7.62, suppf,
2019-04-09,7.30, 102.58, 5.15, 1.65, 1.85, 7.76, suppf,
2019-04-10,9.73, 100.56, 7.69, 1.72, 1.8, 8, suppf,
2019-04-11,9.40, 103.83, 11.76, 1.9, 2.07, 9.22, suppf,
2019-04-12,10.43, 101.50, 8.32, 1.61, 1.81, 7.61, suppf,
2019-04-13,8.85, 103.24, 12.07, 1.6, 1.77, 7.56, suppf,
2019-04-14,10.70, 102.53, 16.21, 1.63, 1.83, 7.61, suppf,
2019-04-15,8.30, 101.89, 2.78, 1.59, 1.77, 7.48, suppf,
2019-04-16,8.31, 102.87, 1.31, 1.59, 1.77, 7.45, suppf,
2019-04-17,8.21, 105.14, 8.33, 1.65, 1.82, 7.75, suppf,
2019-04-18,9.83, 103.02, 15.17, 1.63, 1.83, 7.72, suppf,
2019-04-19,9.23, 101.95, 4.04, 1.62, 1.85, 7.71, suppf,
2019-04-20,7.35, 103.62, 0.34, 1.64, 1.81, 7.75, suppf,
2019-04-21,10.40, 102.01, 8.26, 1.66, 1.83, 7.78, suppf,
2019-04-22,7.00, 102.53, 1.89, 1.59, 1.78, 7.47, suppf,
2019-04-23,6.17, 102.69, 2.80, 1.66, 1.84, 7.83, suppf,
2019-04-24,7.87, 106.01, 4.63, 1.64, 1.81, 7.65, suppf,
2019-04-25,8.26, 103.96, -1.10, 1.69, 1.82, 7.81, suppl,
2019-04-26,8.54, 103.99, -1.85, 1.6, 1.77, 7.53, suppl,
2019-04-27,8.86, 102.99, 10.05, 1.59, 1.78, 7.53, suppl,
2019-04-28,9.27, 103.85, 0.83, 1.58, 1.77, 7.49, final,
2019-04-29,7.44, 102.08, -9.22, 1.63, 1.84, 7.85, final,
2019-04-30,9.06, 99.56, 13.83, 1.71, 1.92, 8.09, final,
2019-05-01,8.96, 102.36, 0.55, 1.61, 1.77, 7.56, final,
2019-05-02,8.59, 102.11, 7.75, 1.79, 1.88, 8.48, final,
2019-05-03,7.07, 102.48, 10.27, 1.73, 1.94, 8.09, final,
2019-05-04,7.61, 103.31, 7.25, 1.6, 1.78, 7.55, final,
2019-05-05,9.06, 103.80, 9.71, 1.61, 1.77, 7.52, final,
2019-05-06,7.83, 103.35, 1.27, 1.62, 1.78, 7.54, final,
2019-05-07,7.72, 102.45, 2.89, 1.64, 1.79, 7.63, final,
2019-05-08,6.67, 100.81, 11.40, 1.66, 1.8, 7.76, final,
2019-05-09,9.56, 103.96, 12.40, 1.59, 1.77, 7.5, final,
2019-05-10,7.32, 103.69, 2.39, 1.6, 1.78, 7.5, final,
2019-05-11,8.57, 101.30, 10.78, 1.59, 1.74, 7.39, final,
2019-05-12,9.02, 102.19, 9.00, 1.64, 1.76, 7.63, final,
2019-05-13,7.92, 101.94, 6.94, 1.6, 1.75, 7.47, final,
2019-05-14,8.64, 103.07, 5.19, 1.59, 1.74, 7.45, final,
2019-05-15,9.80, 102.88, 7.11, 1.6, 1.79, 7.54, final,
2019-05-16,7.96, 101.23, 1.32, 1.59, 1.74, 7.42, final,
2019-05-17,6.82, 102.54, 1.59, 1.61, 1.82, 7.57, final,
2019-05-18,8.50, 103.00, 6.40, 1.66, 1.8, 7.66, final,
2019-05-19,7.65, 103.84, 1.58, 1.64, 1.8, 7.71, final,
2019-05-20,5.53, 101.33, 0.06, 1.61, 1.82, 7.68, final,
2019-05-21,6.86, 102.60, -2.41, 1.81, 1.9, 8.65, final,
2019-05-22,8.14, 103.22, 9.06, 1.64, 1.77, 7.74, final,
2019-05-23,6.94, 101.45, 3.61, 1.63, 1.88, 7.69, final,
2019-05-24,5.40, 108.20, -3.58, 2.29, 2.71, 11.06, final,
2019-05-25,8.06, 105.14, -6.63, 1.63, 1.78, 7.64, final,
2019-05-26,9.29, 102.17, 5.63, 1.69, 1.91, 7.84, final,
2019-05-27,7.15, 104.85, 4.02, 1.65, 1.9, 7.78, final,
2019-05-28,8.22, 102.42, 7.56, 1.59, 1.77, 7.47, final,
2019-05-29,7.66, 102.17, 2.33, 1.59, 1.81, 7.54, final,
2019-05-30,8.69, 102.03, 2.79, 1.6, 1.79, 7.57, final,
2019-05-31,7.30, 105.25, -4.38, 1.63, 1.81, 7.66, final,
2019-06-01,8.85, 101.63, -0.67, 1.74, 1.96, 8.37, final,
2019-06-02,7.60, 104.34, 3.42, 1.61, 1.77, 7.52, final,
2019-06-04,8.47, 105.85, 8.32, 1.64, 1.84, 7.64, final,
2019-06-06,6.55, 103.40, 3.35, 1.7, 1.93, 8.02, final,
2019-06-07,9.27, 103.73, 8.46, 1.61, 1.82, 7.64, final,
2019-06-08,10.02, 104.92, 0.32, 1.63, 1.8, 7.71, final,
2019-06-16,11.03, 104.37, 6.65, 1.64, 1.81, 7.65, final,
2019-06-17,11.53, 102.38, 5.97, 1.61, 1.81, 7.63, final,
2019-06-18,11.43, 104.25, 13.92, 1.66, 1.83, 7.79, final,
2019-06-19,11.56, 105.53, 8.67, 1.7, 1.85, 7.74, final,
2019-06-20,14.29, 102.90, 11.23, 1.88, 2.05, 8.78, final,
2019-06-21,11.60, 101.90, 8.23, 1.92, 2.18, 9.07, final,
2019-06-22,12.32, 104.28, 7.08, 1.61, 1.79, 7.56, final,
2019-06-23,12.18, 104.72, 4.33, 1.6, 1.77, 7.46, final,
2019-06-24,12.64, 103.95, 9.64, 1.61, 1.78, 7.58, final,
2019-06-25,9.97, 103.12, -5.19, 1.67, 1.83, 7.8, final,
2019-06-26,9.27, 105.44, 10.20, 1.68, 1.87, 7.9, final,
2019-06-27,6.71, 106.73, 0.02, 1.67, 1.82, 7.86, final,
2019-06-28,8.90, 104.59, 6.73, 1.88, 1.88, 8.68, final,
2019-06-29,10.47, 105.33, 5.15, 1.62, 1.8, 7.72, final,
2019-06-30,10.42, 105.42, 11.10, 1.65, 1.76, 7.82, final,
2019-07-01,10.13, 104.51, 6.36, 1.61, 1.74, 7.45, final,
2019-07-02,11.21, 104.38, 7.80, 1.6, 1.74, 7.41, final,
2019-07-03,12.64, 102.42, 15.40, 1.73, 2.02, 8.19, final,
2019-07-04,14.30, 106.67, 18.63, 1.77, 1.92, 8.24, final,
2019-07-05,11.62, 103.44, 8.72, 1.84, 2.17, 8.5, final,
2019-07-06,10.51, 106.14, 13.82, 1.74, 1.93, 8.24, final,
2019-07-07,10.93, 107.95, 12.40, 1.65, 1.87, 7.79, final,
2019-07-08,10.31, 107.24, 0.52, 1.73, 1.88, 8, final,
2019-07-09,12.17, 104.45, 6.49, 1.74, 1.79, 7.97, final,
2019-07-10,11.48, 104.18, 4.59, 1.63, 1.76, 7.62, final,
2019-07-11,11.25, 106.06, -1.78, 1.79, 2.24, 8.55, final,
2019-07-13,11.07, 107.20, 2.15, 1.97, 2.41, 9.23, final,
2019-07-14,9.43, 104.65, 20.71, 1.7, 1.94, 8.07, rapid,
2019-07-15,8.88, 105.64, -0.19, 1.77, 2.23, 8.49, rapid,
2019-07-16,11.47, 104.04, 5.88, 1.84, 2.21, 8.66, rapid,
2019-07-17,8.54, 107.45, 16.12, 1.95, 2.41, 9.31, rapid,
2019-07-18,11.74, 105.71, 5.04, 1.7, 1.85, 8.1, rapid,
2019-07-19,9.74, 105.54, 16.69, 1.77, 1.99, 8.34, rapid,
2019-07-20,9.31, 105.24, 7.51, 1.83, 2.28, 8.69, rapid,
2019-07-22,10.41, 107.17, -18.72, 2.6, 2.83, 12.85, rapid,
2019-07-23,12.00, 104.08, 1.91, 1.65, 1.8, 7.87, rapid,
2019-07-24,10.35, 107.12, 12.54, 1.69, 1.77, 8.14, rapid,
2019-07-25,14.53, 106.92, 13.46, 2.51, 3.19, 12.18, rapid,
2019-07-26,8.48, 106.15, 3.33, 1.72, 1.99, 8.36, rapid,
2019-07-27,9.20, 102.24, 8.66, 1.73, 2.19, 8.26, rapid,
2019-07-28,9.10, 107.19, 9.69, 1.92, 2.32, 9.18, rapid,
2019-07-29,12.20, 107.07, 2.41, 1.78, 2.05, 8.32, rapid,
2019-07-30,8.88, 105.14, 5.64, 1.74, 2.05, 8.29, rapid,
2019-07-31,12.47, 104.92, 14.74, 1.71, 1.97, 8.07, rapid,
